pagina,indice_musica,titulo_musica,nome_artista,letra,album,data_lancamento,tags,identificador
1,115,Devagarinho,Gilsons,"[Letra de ""Devagarinho"" com Gilsons & Mariana Volker]

[Verso 1]
Hoje eu me perguntei
O que é que tem por trás
Desses seus olhos verdes
Desses seus olhos verdes
Hoje eu me perguntei
O que é que tem por trás
Desses seus olhos verdes
Desses seus olhos verdes

[Verso 2]
Amor, vem me chamar
Com esses olhos, eu espero pra te amar
E aquele beijo que você me prometeu
Ainda espero
Num tempo devagar
Na sua órbita, pairando pelo ar

[Refrão]
E aquela lua que você me prometeu
Venha aqui que eu vou te dar
O meu amor devagarinho, devagarinho
Eu quero te dar
O meu amor devagarinho, devagarinho
[Verso 1]
Hoje eu me perguntei
O que é que tem por trás
Desses seus olhos verdes
Desses seus olhos verdes
Hoje eu me perguntei
O que é que tem por trás
Desses seus olhos verdes

[Verso 3]
Enquanto não chegar
Te espero, entrego
O meu corpo em seu olhar
Pra quando tudo isso anoitecer
E a gente possa enfim se encontrar
E o nosso corpo solto como o mar

[Refrão]
E aquela lua que você me prometeu
Venha aqui que eu vou te dar
O meu amor devagarinho, devagarinho
Eu quero te dar
O meu amor devagarinho, devagarinho
Eu quero te dar
O meu amor devagarinho, devagarinho
Eu quero te dar
O meu amor devagarinho, devagarinho
[Saída]
Eu quero te dar
O meu amor devagarinho, devagarinho
Eu quero te dar
O meu amor devagarinho, devagarinho",,"Aug. 28, 2020","Pop,MPB (Música Popular Brasileira),Em Português,Brasil",Devagarinho Gilsons
1,116,Absurdo 8,"Rodrigo Campos, Juçara Marçal & Gui Amabis","Diz, quem nasce da costela

E boia na banheira
Agora toma forma
E goza na memória
Pra não ter, pra não ter, pra não ter
De acabar
Pra não ter, pra não ter, pra não ter
De parar

Diz, quem toma minha vida
Inseto é menino
Um samba eu faria
Que faz o rei cantar nu
Pra não ter, pra não ter, pra não ter
De cantar
Pra não ter, pra não ter, pra não ter
De sambar

Na avenida
No sal da vida
Na música
No éden
Na purpurina
O amor de um velho
Fiquei maluco
Sem teto
Diz, o olhar é carabina
A lua uma lanterna
Parece uma piscina
No meio das suas pernas
Pra não ter, pra não ter, pra não ter
De parar
De enfiar, de enfiar, de enfiar


Quis bem mais do que eu podia
Nascia na montanha
A manhã sem serventia
Só serve pra gozar, mas
Pra não ter, pra não ter, pra não ter
De acabar
De enfiar, de enfiar, de enfiar, de enfiar
O dedo ali
O pau no som
Quem sabe o amor é vento
O medo eu vi
A dor por dentro
Porque eu fugi, nem tento

Pra não ter, pra não ter, pra não ter
De enfiar, de enfiar, de enfiar, de enfiar
Quis bem mais do que eu podia
Nascia na montanha
A manhã sem serventia
Só serve pra gozar, mas
Pra não ter, pra não ter, pra não ter
De acabar
De enfiar, de enfiar, de enfiar, de enfiar
O dedo ali
O pau no som
Quem sabe o amor é vento
O medo eu vi
A dor por dentro
Porque eu fugi, nem tento",Sambas do Absurdo (2017),"Feb. 9, 2017","Pop,Em Português,MPB (Música Popular Brasileira),Brasil,Samba","Absurdo 8 Rodrigo Campos, Juçara Marçal & Gui Amabis"
1,117,O Meu Guri,Chico Buarque,"[Letra de ""O Meu Guri"" com Chico Buarque]

[Verso 1]
Quando, seu moço, nasceu meu rebento
Não era o momento dele rebentar
Já foi nascendo com cara de fome
E eu não tinha nem nome pra lhe dar
Como fui levando, não sei lhe explicar
Fui assim levando, ele a me levar

E na sua meninice, ele um dia me disse que chegava lá


[Refrão]
Olha aí, olha aí, olha aí
Ai, o meu guri
Olha aí, olha aí
É o meu guri


[Verso 2]
E ele chega
Chega suado e veloz do batente
E traz sempre um presente pra me encabular
Tanta corrente de ouro, seu moço
Que haja pescoço pra enfiar

Me trouxe uma bolsa já com tudo dentro
Chave, caderneta, terço e patuá
Um lenço e uma penca de documentos
Pra finalmente eu me identificar

[Refrão]
Olha aí, olha aí
Ai, o meu guri
Olha aí, olha aí
É o meu guri


[Verso 3]
E ele chega
Chega no morro com o carregamento
Pulseira, cimento, relógio, pneu, gravador
Rezo até ele chegar cá no alto
Essa onda de assaltos tá um horror

Eu consolo ele, ele me consola
Boto ele no colo pra ele me ninar

De repente acordo, olho pro lado
E o danado já foi trabalhar


[Refrão]
Olha aí, olha aí (Ah, olha aí)
Ai, o meu guri (Ah, olha aí meu guri)
Olha aí, olha aí (Ah, meu guri)
É o meu guri (Olha aí meu guri)


[Verso 4]
Chega estampado, manchete, retrato
Com venda nos olhos, legenda e as iniciais

Eu não entendo essa gente, seu moço
Fazendo alvoroço demais
O guri no mato, acho que tá rindo
Acho que tá lindo de papo pro ar
Desde o começo, eu não disse, seu moço
Ele disse que chegava lá

[Refrão]
Olha aí, olha aí, olha aí (Ah, olha aí)
Ai, o meu guri (Ah, olha aí meu guri)
Olha aí, olha aí (Ah, meu guri)
É o meu guri (Olha aí meu guri)
Olha aí (Ah, olha aí)
Ai, o meu guri (Ah, olha aí meu guri)
Olha aí, olha aí (Ah, meu guri)
É o meu guri (Olha aí meu guri)
Olha aí (Ah, olha aí)
Ai, o meu guri (Ah, olha aí meu guri)
Olha aí, olha aí (Ah, meu guri)
É o meu guri (Olha aí meu guri)",Almanaque (1981),1981,"Pop,Brasil,Samba,MPB (Música Popular Brasileira),Em Português",O Meu Guri Chico Buarque
1,118,Divina Comédia Humana,Belchior,"[Letra de ""Divina Comédia Humana""]

[Verso 1]
Estava mais angustiado
Que um goleiro na hora do gol
Quando você entrou em mim
Como um Sol no quintal
Aí um analista amigo meu
Disse que desse jeito não vou ser feliz direito
Porque o amor é uma coisa mais profunda
Que um encontro casual
Aí um analista amigo meu
Disse que desse jeito não vou ser feliz direito
Porque o amor é uma coisa mais profunda
Que uma transa sensual
Deixando a profundidade de lado
Eu quero é ficar colado à pele dela noite e dia
Fazendo tudo e de novo e dizendo
Sim à paixão, morando na filosofia
Deixando a profundidade de lado
Eu quero é ficar colado à pele dela noite e dia
Fazendo tudo e de novo e dizendo
Sim à paixão, morando na filosofia

[Verso 2]
Eu quero gozar no seu céu
Pode ser no seu inferno
Viver a divina comédia humana
Onde nada é eterno
Eu quero gozar no seu céu
Pode ser no seu inferno
Viver a divina comédia humana
Onde nada é eterno

Ora direis, ouvir estrelas, certo perdeste o senso
Eu vos direi no entanto:

Enquanto houver espaço, corpo e tempo
E algum modo de dizer não, eu canto
Ora direis, ouvir estrelas, certo perdeste o senso
Eu vos direi no entanto:

Enquanto houver espaço, corpo e tempo
E algum modo de dizer não, eu canto
Enquanto houver espaço, corpo e tempo
E algum modo de dizer não, eu canto, na, na, na
Enquanto houver espaço, corpo e tempo
E algum modo de dizer não, eu canto
Hm, hm",Todos os Sentidos (1978),1978,"Pop,Balada,Ballad,Synth-Pop,Seventies,Brasil,MPB (Música Popular Brasileira),Em Português",Divina Comédia Humana Belchior
1,119,Nobody Can Live Forever,Tim Maia,"[Letra de ""Nobody Can Live Forever""]

[Intro]
One thing you have to agree with me
And that's for sure
And that's for sure
Nobody can live for ever
And everybody is the same
Here we go
How we doin' man, what's happening?
Alright
Yeah, yeah, yeah, yeah
Sooner or later, sooner or later
You're going to understand that
Here we go

[Refrão]
Nobody can live for ever
Nobody will know how I feel
Nobody can give the answers
Nobody can play, but for real

Nobody can live for ever
Nobody will know how I feel
Nobody can give the answers
Nobody can play, but for real
[Verso]
There no God, there's no heaven
There's no devil, there's no hell
There no God, there's no heaven, yeah
There's no devil, there's no hell


[Saída]
Don't you worry (Don't you worry)
Don't you worry (Don't you worry)
Don't you worry (Don't you worry)
Play your music (Play your music)
Play your music (Play your music)
Play your music (Play your music)
Yeah, yeah, yeah, yeah",Tim Maia (1976) (1976),"Jan. 5, 1975","Rock,MPB (Música Popular Brasileira),Brasil,Soul",Nobody Can Live Forever Tim Maia
1,120,Como o Diabo Gosta,Belchior,"[Letra de ""Como o Diabo Gosta""]

[Verso]
Não quero regra nem nada
Tudo tá como o diabo gosta, tá

Já tenho este peso que me fere as costas
E não vou, eu mesmo, atar minha mão
Já tenho este peso que me fere as costas
E não vou, eu mesmo, atar minha mão
O que transforma o velho no novo

Bendito fruto do povo será

E a única forma que pode ser norma
É nenhuma regra ter


[Refrão]
É nunca fazer nada que o mestre mandar
Sempre desobedecer, nunca reverenciar
É nunca fazer nada que o mestre mandar
Sempre desobedecer, nunca reverenciar


[Saída]
Ooh, ooh-ooh-ooh
Ooh-ooh, ooh-ooh, ooh
Ooh, ooh, ooh
Ooh, ooh",Alucinação (1976),"May. 10, 1976","Rock,MPB (Música Popular Brasileira),Brasil,Em Português",Como o Diabo Gosta Belchior
1,121,Medo da Chuva,Raul Seixas,"[Letra de “Medo da Chuva”]

[Verso 1]
É pena que você pense que eu sou seu escravo
Dizendo que eu sou seu marido e não posso partir

Como as pedras imóveis na praia eu fico ao teu lado
Sem saber
Dos amores que a vida me trouxe e eu não pude viver


[Refrão]
Eu perdi o meu medo, o meu medo, o meu medo da chuva

Pois a chuva voltando pra terra traz coisas do ar

Aprendi o segredo, o segredo, o segredo da vida
Vendo as pedras que choram sozinhas no mesmo lugar


[Verso 2]
Eu não posso entender tanta gente aceitando a mentira
De que os sonhos desfazem aquilo que o padre falou

Porque quando eu jurei meu amor eu traí a mim mesmo
Hoje eu sei

Que ninguém nesse mundo é feliz tendo amado uma vez
Uma vez


[Refrão]
Eu perdi o meu medo, o meu medo, o meu medo da chuva

Pois a chuva voltando pra terra traz coisas do ar

Aprendi o segredo, o segredo, o segredo da vida
Vendo as pedras que choram sozinhas no mesmo lugar

[Saída]
Vendo as pedras que choram sozinhas no mesmo lugar
Vendo as pedras que sonham sozinhas no mesmo lugar",Gita (1974),"Feb. 1, 1974","Rock,MPB (Música Popular Brasileira),Rockabilly,Seventies,Em Português,Brasil",Medo da Chuva Raul Seixas
1,122,Dos cruces,Milton Nascimento,"[Verso 1]
Sevilla tuvo que ser
Con su lunita plateada
Testigo de nuestro amor
Bajo la noche callada
Y nos quisimos tu y yo
Con un amor sin pecado
Pero el destino ha querido
Que vivamos separados

[Refrão]
Estan clavadas dos cruces
En el monte del olvido
Por dos amores que han muerto
Sin haberse comprendido
Estan clavadas dos cruces
En el monte del olvido
Por dos amores que han muerto
Que son el tuyo y el mio

[Verso 2]
Oh! Valle de Santa Cruz
Oh! Puerto de Doña Elvira
Os vuelvo yo a recordar
Y me parece mentira
Ya todo aquello pasó
Todo quedó en el olvido
Nuestra promesas de amores
En el aire se han perdido
[Refrão]
Estan clavadas dos cruces
En el monte del olvido
Por dos amores que han muerto
Sin haberse comprendido
Estan clavadas dos cruces
En el monte del olvido
Por dos amores que han muerto
Que son el tuyo y el mio",Clube da Esquina (1972),"Jan. 1, 1972","Pop,MPB (Música Popular Brasileira),Flamenco,Bolero,Folk,Contemporary Folk,Cover,Brasil,En Español",Dos cruces Milton Nascimento
1,123,Selva,ANAVITÓRIA,"[Letra de ""Selva"" com Anavitória]

[Verso 1: Vitória]
A selva toda iluminada, e eu só lembro
Da luz que era a tua e não elétrica
Do ar que me fugia em cada sílaba
Eu viajava no teu papo quântico
Tu me engolia com essa cara cínica
E eu vigiava com meu olho míope
Tentei caber na sua matemática

[Refrão: Anavitória]
Quantos encontros cabem numa vida?
Quantas vidas pra viver?
Quanto chão pra caminhar?
Quantos sóis nós vamos ver nascer?
Mundos vão ruir, curas vão surgir
E nós dois aqui

[Verso 2: Ana]
Tua cadência embriagada, eu entendo
Te confiei as minhas crenças cármicas
Você cantou pra mim a tua dúvida
Tua praia cética, minha onda mística
Fantasiei o teu lugar mais íntimo
Te respondi no meu lugar mais úmido
Criamos pontes sobre amores líquidos
[Refrão: Anavitória]
Quantos encontros cabem numa vida?
Quantas vidas pra viver?
Quanto chão pra caminhar?
Quantos sóis nós vamos ver nascer?
Mundos vão ruir, curas vão surgir
E nós dois aqui

[Interlúdio Instrumental]

[Refrão: Anavitória]
Quantos encontros cabem numa vida?
Quantas vidas pra viver?
Quanto chão pra caminhar?
Quantos sóis nós vamos ver nascer?
Mundos vão ruir, curas vão surgir
E nós dois aqui",COR (2021),"Jan. 1, 2021","Pop,Brasil,Em Português,MPB (Música Popular Brasileira)",Selva ANAVITÓRIA
1,124,Segunda Opção,Ananda (BRA),"[Letra de ""Segunda Opção"" com Ananda]

[Verso 1]
Mais uma vez
Eu me afogo nesse ""talvez""
Esse “se” que me mata
Só um ""não"" é melhor que nada
Pra que tanto medo?
Me diz o que se passa aí dentro
Eu só quero entender
Se quer me deixar ou se quer me prender

[Pré-Refrão]
Já deu
Pra se resolver
Pode me dizer
E se não quiser

[Refrão]
Tá tudo certo
A gente ainda podе ser amigo
Só não vai dar mais pra ficar comigo
Cancela aquelas idas ao cinеma
Garoto, eu tô fugindo de problema
A gente vai se ver de vez em quando
Eu vou fingir que nada aconteceu
Só vai ter essa mudança no plano:
Eu não sou sua, e você não é meu
[Verso 2]
Eu já cansei
Sinto que eu me avisei
Você não vale nada
Só serviu pra me deixar estressada
Qual é teu problema?
Pra que todo esse dilema?
Não consigo entender
Se quer me deixar ou se quer me prender

[Pré-Refrão]
Já deu
Pra se resolver
Pode me dizer
E se não quiser

[Refrão]
Tá tudo certo
A gente ainda pode ser amigo
Só não vai dar mais pra ficar comigo
Cancela aquelas idas ao cinema
Garoto, eu tô fugindo de problema
A gente vai se ver de vez em quando
Eu vou fingir que nada aconteceu
Só vai ter essa mudança no plano:
Eu não sou sua, e você não é meu
[Saída]
Notei que ainda não tem maturidade
Eu nunca tenho a tua atenção
Cansei de te fazer prioridade
Se eu era tua segunda opção",,"May. 14, 2021","Pop,Bossa Nova,MPB (Música Popular Brasileira),Samba,Brasil,Em Português",Segunda Opção Ananda (BRA)
1,125,Réu Confesso,Tim Maia,"[Letra de ""Réu Confesso""]

[Verso 1]
Venho lhe dizer, se algo andou errado
Eu fui o culpado, rogo o seu perdão
Venho lhe seguir, vim pedir desculpas
Foi por minha culpa a separação

[Refrão]
Devo admitir que sou réu confesso
E por isso eu peço, peço pra voltar
Longe de você já não sou mais nada
Veja, é uma parada viver sem te ver

[Verso 2]
Longe de você, já não sou mais nada
Veja, é uma parada viver sem te ver
Perto de você, eu consigo tudo
Eu já vejo tudo, peço pra voltar

[Refrão]
Devo admitir que sou réu confesso
E por isso eu peço, peço pra voltar
Longe de você já não sou mais nada
Veja, é uma parada viver sem te ver
Perto de você, eu consigo tudo
Eu já vejo tudo, peço pra voltar",Tim Maia (1973) (1973),"Jan. 8, 1973","Pop,Brasil,MPB (Música Popular Brasileira),Soul,Em Português",Réu Confesso Tim Maia
1,126,Minha História (Gesubambino),Chico Buarque,"[Letra de ""Minha História (Gesubambino)"" com Chico Buarque]

[Estrofe 1]
Ele vinha sem muita conversa, sem muito explicar
Eu só sei que falava, e cheirava, e gostava de mar
Sei que tinha tatuagem no braço e dourado no dente
E minha mãe se entregou a esse homem perdidamente
(Laiá, laiá)
(Laiá, laiá)

[Estrofe 2]
Ele, assim como veio partiu, não se sabe pra onde
E deixou minha mãe com o olhar cada dia mais longe
Esperando, parada, pregada na pedra do porto
Com seu único velho vestido cada dia mais curto
(Laiá, laiá)
(Laiá, laiá)

[Estrofe 3]
Quando enfim eu nasci, minha mãe embrulhou-me num manto
Me vestiu como se eu fosse, assim, uma espécie de santo
Mas por não se lembrar de acalantos, a pobre mulher
Me ninava cantando cantigas de cabaré
(Laiá, laiá)
(Laiá, laiá)
[Estrofe 4]
Minha mãe não tardou a alertar toda a vizinhança
A mostrar que ali estava bem mais que uma simples criança
E não sei bem se por ironia ou se por amor
Resolveu me chamar com o nome do Nosso Senhor
(Laiá, laiá)
(Laiá, laiá)

[Estrofe 5]
Minha história, esse nome que ainda hoje carrego comigo
Quando vou bar em bar, viro a mesa, berro e bebo e brigo
Os ladrões e as amantes, meus colegas de copo e de cruz
Me conhecem só pelo meu nome de Menino Jesus
(Laiá, laiá)

[Saída]
Os ladrões e as amantes, meus colegas de copo e de cruz (laiá, laiá)
Me conhecem só pelo meu nome de Menino Jesus
(Laiá, laiá)
(Laiá, laiá)",Construção (1971),1971,"Pop,Bossa Nova,MPB (Música Popular Brasileira),Em Português,Brasil",Minha História (Gesubambino) Chico Buarque
1,127,Só Você e Eu,Vanessa da Mata,"[Letra de ""Só Você e Eu"" com Vanessa da Mata]

[Refrão]
Amor se for por seu carinho
Se for por seus beijinhos
Diga ao povo que fico
E mudo tudo
Amor nada mais é tão sério
Só você me importa
Tô fechando a porta
E é só você

[Verso 1]
Pra mim sempre foi duro
Minha vida ia correndo
Cheguei em um ponto
Que não sentia mais
Meu coração não via
Era cegueira pura
Mas quando vi você
Ele me disparou

[Verso 2]
É tanta gente doida
Tanta gente carente
Eu que já vi de tudo
Nisso tenho certeza
Que nesse mundo cão
De tantas malvadezas
Você é um presente
Que eu não posso perder
[Refrão]
Amor se for por seu carinho
Se for por seus beijinhos
Diga ao povo que fico
E mudo tudo
Amor nada mais é tão sério
Só você me importa
Tô fechando a porta
E é só você e eu

[Verso 3]
Pelas ruas que andei
Sem rumo certo (não foi tão bom)
Ninguém que chegou dava saudade (era o vazio)
Nada do que lá fora me deram
Tinha sua qualidade

[Refrão]
Amor se for por seu carinho
Se for por seus beijinhos
Diga ao povo que fico
E mudo tudo
Amor nada mais é tão sério
Só você me importa
Tô fechando a porta
E é só você e eu
[Saída]
E é só você e eu
E é só você e eu
E é só você e eu
E é só você e eu",Quando Deixamos Nossos Beijos na Esquina (2019),"May. 10, 2019","Pop,Brasil,Em Português,MPB (Música Popular Brasileira)",Só Você e Eu Vanessa da Mata
1,128,Nuvem cigana,Milton Nascimento,"[Verso 1]
Se você quiser eu danço com você
No pó da estrada
Pó, poeira, ventania
Se você soltar o pé na estrada
Pó, poeira
Eu danço com você o que você dançar

[Verso 2]
Se você deixar o sol bater
Nos seus cabelos verdes
Sol, sereno, ouro e prata
Sai e vem comigo
Sol, semente, madrugada
Eu vivo em qualquer parte de seu coração

[Gancho]
Se você deixar o coração bater sem medo
Se você deixar o coração bater sem medo
Se você deixar o coração bater sem medo

[Verso 3]
Se você quiser eu danço com você
Meu nome é nuvem
Pó, poeira, movimento
O meu nome é nuvem
Ventania, flor de vento
Eu danço com você o que você dançar
[Gancho]
Se você deixar o coração bater sem medo
Se você deixar o coração bater sem medo
Se você deixar o coração bater sem medo
Se você deixar o coração
Se você deixar o coração bater sem medo",A barca dos amantes (1986),1972,"Pop,Chamber Folk,Baroque Pop,Psychedelic,Seventies,MPB (Música Popular Brasileira),Em Português,Brasil",Nuvem cigana Milton Nascimento
