indice_artista,indice_musica,titulo_musica,nome_artista,letra,album,data_lancamento,tags,identificador
1,153,Circo marimbondo,Milton Nascimento,"Circo Marimbondo
Circo Marambaia
Eu cheguei de longe
Não me ""atrapaia""
Vê se não me amola
Larga a minha saia

Circo Marimbondo
Circo Marambaia
Se eu te der um tombo
Tomara que caia",Geraes (1976),Dec. 1976,"Pop,Em Português",Circo marimbondo Milton Nascimento
1,154,Maria Solidária,Beto Guedes,"Eu choro de cara suja
Meu papagaio o vento carregou
E lá se foi prá nunca mais
Linha nova que pai comprou...

Dança Maria, Maria
Lança seu corpo jovem pelo ar
Ela já vem, ela virá
Solidária nos ajudar...

Não fique triste, menino
A linha é tão fácil de arranjar
Venha aqui, venha escolher
Papagaio de toda cor...

A casa estava escura
No vento forte a chuva desabou
A luz não vem, eu aqui estou
A rezar na escuridão e só...

Venho no vento da noite
Na luz do novo dia cantarei
Brilha o sol, brilha o luar
Brilha a vida de quem dançar...",A Página do Relâmpago Elétrico (1977),Jun. 1977,"Pop,Em Português",Maria Solidária Beto Guedes
1,155,Only A Dream in Rio,Milton Nascimento,"[Intro: Milton Nascimento]
A Terra é minha mãe
O mar é o meu chão
O verde é a luz
Sorrindo em meu olhar

[Verse 1: Milton Nascimento]
Pois eu digo
É mesmo um sonho o Rio
Tudo será como deve ser
Quero estar com você lá

[Verse 2: Milton Nascimento]
Eu garanto
É um lugar diferente
A minha gente carrega uma cruz
Mas tem força pra mudar

[Verse 3: James Taylor]
Strange taste of a tropical fruit
Romantic language of the Portuguese
Melody on a wooden flute
Samba floating in the Summer breeze
Float on

[Bridge: Milton Nascimento & James Taylor]
It's alright you can stay asleep
You can close your eyes
You can trust the people of Paradise
To call your keeper
And to tender your goodbyes
[Verse 4: James Taylor]
Oh, what a night
Wonderful one in a million
Frozen fire Brazilian
Oh, Holy Southern Cross

[Verse 5: James Taylor]
Later on
Take me way downtown in a tin can, I
Can't come down from the bandstand, I'm
Never thrown for such a loss
When they say

[Bridge: Milton Nascimento]
O lugar de onde eu vim
Brota no coração
O lugar onde eu nasci
Está no mundo e em mim

[Bridge: Milton Nascimento & James Taylor]
O lugar que a gente sonhar
Pode existir, existirá
Vive em nós e viverá
Enquanto houver canção

[Verse 6: James Taylor]
Caught in the rays of the rising sun
On the run from the soldier's gun
Shouting out loud from the angry crowd
The mild, the wild and the hungry child
[Verse 7: James Taylor & Milton Nascimento]
I'll tell you
It's more than a dream in Rio
I was there on the very day
Dói demais o coração

[Verse 8: Milton Nascimento]
E era mais
Mais do que nossas vozes
Mais do que o nosso rosto
Mais do que a luz do olhar

[Outro: James Taylor & Milton Nascimento]
But it's more than the shining eye
Mais do que a luz do olhar
More than the steaming green
Mais do que o verdejar
More than the hidden hills
Tudo o que não se viu
More than the concrete Christ
Mais do que o Redentor
More than a distant land
Mais do que a Terra Mãe
Over the shining sea
Mais do que o céu e o mar
More than a hungry child
A fome a nos doer
More like another time
O tempo a nos curtir
Born of a million years
Mais do que um milhão
More than a million years
De anos pra sonhar",Angelus (1993),1 Viewer,"Pop,Em Português",Only A Dream in Rio Milton Nascimento
1,156,Quatro Luas,Milton Nascimento,"Quatro Luas
Nelson Angelo e Ronaldo Bastos

Longe, distante
Ciranda o meu olhar
Longe da rua
Da festa, do meu lugar
Sonhei perto te encontrar
Sonhei, sonhei

No céu estrelas, bandeiras
Para me guiar
Na terra os ventos
Ventando sem parar

Muitos caminhos
Promessas para se cumprir
Nas quatro luas que eu tinha pra seguir
De quatro estrelas
Escolho pra me guiar
A violência, bandeira
Que eu vou levar
Pensei nunca mais voltar
Pensei, pensei

No rumo incerto
Mas certo de encontrar
Meu sonho vivo
Perdido em qualquer lugar
Eu sei, não vou descansar
Eu sei, eu sei","Milton Nascimento, Vol. 2 (1969)",1969,"Pop,Em Português",Quatro Luas Milton Nascimento
1,157,Léo,Milton Nascimento,"Um pé na soleira e um pé na calçada, um pião
Um passo na estrada e um pulo no mato
Um pedaço de pau
Um pé de sapato e um pé de moleque
Léo

Um pé de moleque e um rabo de saia, um serão
As sombras da praia e o sonho na esteira
Uma alucinação
Uma companheira e um filho no mundo
Léo

Um filho no mundo e um mundo virado, um irmão
Um livro, um recado, uma eterna viagem
A mala de mão
A cara, a coragem e um plano de vôo
Léo

Um plano de vôo e um segredo na boca, um ideal
Um bicho na toca e o perigo por perto
Uma pedra, um punhal
Um olho desperto e um olho vazado
Léo

Um olho vazado e um tempo de guerra, um paiol
Um nome na serra e um nome no muro
A quebrada do sol
Um tiro no escuro e um corpo na lama
Léo
Um nome na lama e um silêncio profundo, um pião
Um filho no mundo e uma atiradeira
Um pedaço de pau
Um pé na soleira e um pé na calçada",Clube da Esquina 2 (1978),1 Viewer,"Pop,Em Português",Léo Milton Nascimento
1,158,Me faz bem,Gal Costa,"Me faz bem
Esse jeito de se enroscar
De chegar mansinho e se aninhar
De me fazer seu par
Me faz bem
Esse jeito bom de gostar
Viajar veredas que são mistério maior
Que o fundo do mar
Bem
Me faz bem
Arrepio de imaginar
Me perder no lume do teu olhar
Respirar, tocar
O teu corpo solto no cio
Me faz bem
Ser o velho lobo do mar
Que não cansa de navegar
Pois muito tesouro existe por lá
Me faz bem teu jeito de amar
Tens mais mistérios do que o mar
Me faz bem
Ser o velho lobo do mar
Que não cansa de navegar
Pois muito tesouro existe por lá
Me faz bem teu jeito de amar
Tens mais mistérios do que o mar",Lua de Mel Como o Diabo Gosta (1987),1 Viewer,"Pop,Em Português",Me faz bem Gal Costa
1,159,A Felicidade,Milton Nascimento,"Tristeza não tem fim
Felicidade sim

A felicidade é como a gota
De orvalho numa pétala de flor
Brilha tranquila
Depois de leve oscila
E cai como uma lágrima de amor

A felicidade do pobre parece
A grande ilusão do carnaval
A gente trabalha o ano inteiro
Por um momento de sonho
Pra fazer a fantasia
De rei ou de pirata ou jardineira
E tudo se acabar na quarta feira

Tristeza não tem fim
Felicidade sim

A felicidade é como a pluma
Que o vento vai levando pelo ar
Voa tão leve
Mas tem a vida breve
Precisa que haja vento sem parar
A minha felicidade está sonhando
Nos olhos da minha namorada
É como esta noite
Passando, passando
Em busca da madrugada
Falem baixo, por favor
Prá que ela acorde alegre como o dia
Oferecendo beijos de amor

Tristeza não tem fim
Felicidade sim",Milton (1970),1 Viewer,"Pop,Em Português",A Felicidade Milton Nascimento
1,160,Caxangá,Milton Nascimento,"Sempre no coração, haja o que houver
A fome de um dia poder
Morder a carne desta mulher

Veja bem meu patrão como pode ser bom
Você trabalharia no sol
E eu tomando banho de mar
Luto para viver, vivo para morrer
Enquanto minha morte não vem

Eu vivo de brigar contra o rei
Em volta do fogo todo mundo abrindo o jogo
Conta o que tem pra contar
Casos e desejos, coisas dessa vida e da outra
Mas nada de assustar
Quem não é sincero sai da brincadeira correndo
Pois pode se queimar

Saio do trabalho, e
Volto para casa, e
Não lembro de canseira maior
Em tudo é o mesmo suor",Milton Nascimento Ao Vivo (1983),1 Viewer,"Pop,Em Português",Caxangá Milton Nascimento
1,161,Canto latino,Milton Nascimento,"Você que é tão avoada
Pousou em meu coração
Moça, escuta esta toada
Cantada em sua intenção
Nasci com a minha morte
Dela não vou abrir mão
Não quero o azar da sorte
Nem da morte ser irmão
Da sombra eu tiro o meu sol
E de fio da canção
Amarro essa certeza
De saber que cada passo
Não é fuga nem defesa
Não é ferrugem no aço
É uma outra beleza
Feita de talho e de corte
E a dor que agora traz
Aponta de ponta o norte
Crava no chão a paz
Sem a qual o fraco é forte
E a calmaria é engano
Pra viver nesse chão duro
Tem de dar fora o fulano
Apodrecer o maduro
Pois esse canto latino
Canto pra americano
E se morre vai menino
Montando na fome ufano
Teus poucos anos de vida
Valem mais do que cem anos
Quando a morte é vivida
E o corpo vira semente
De outra vida aguerrida
Que morre mais lá na frente
Da cor de ferro ou de escuro
Ou de verde ou de maduro
A primavera que espero
Por ti, irmão e hermano
Só brota em ponta de cano
Em brilho de punhal ruço
Brota em guerra e maravilha
Na hora, dia e futuro",Milton (1970),1970,"Pop,Em Português",Canto latino Milton Nascimento
1,162,Lua de Garrafa,Rubel,"[Letra de ""Lua de Garrafa"" com Rubel & Milton Nascimento]

[Verso 1: Milton Nascimento]
Pega o bonde, amigo
Te esperei todo domingo
Escrevi sobre o balanço do refrão
No teu ombro, amigo
Aprendi sobre essa vida
Entendi que é de coragem e canção
Que a gente caminha um dia
Depois outro dia
Esperança, sonho alto e pé no chão

[Verso 2: Rubel]
Todos nossos amores
Pra um dia lembrar
Sem o peso da vida
De um dia partir
Eu sei que dói, mas eu tive
Que um dia partir

[Refrão: Milton Nascimento | Rubel & Milton Nascimento]
Um riso ao falar do Djalma
E Jules e Jim
A lua é uma garrafa
Olhando pra mim
A lua é uma garrafa
Olhando pra mim
A lua é uma garrafa
Olhando pra mim
A lua é uma garrafa
Olhando pra nós
[Saída: Rubel]
Ih, uma lagartixa pequenininha
Tá","AS PALAVRAS, VOL. 1 & 2 (2023)","Mar. 3, 2023","Pop,Brasil,Em Português,MPB (Música Popular Brasileira)",Lua de Garrafa Rubel
1,163,E Daí?,Baleia,"Tenho nos olhos quimeras
Com brilho de trinta velas
Do sexo pulam sementes
Explodindo locomotivas
Tenho os intestinos roucos
Num rosário de lombrigas
Os meus músculos são poucos
Pra essa rede de intrigas
Meus gritos afro-latinos
Implodem, rasgam, esganam
E nos meus dedos dormidos
A lua das unhas ganem
E daí?

Meu sangue de mangue sujo
Sobe a custo, a contragosto
E tudo aquilo que fujo
Tirou prêmio, aval e posto
Entre hinos e chicanas
Entre dentes, entre dedos
No meio destas bananas
Os meus ódios e os meus medos
E daí?

Iguarias na baixela
Vinhos finos nesse odre
E nessa dor que me pela
Só meu ódio não é podre
Tenho séculos de espera
Nas contas da minha costela
Tenho nos olhos quimeras
Com brilho de trinta velas
E daí?",Todas as Versões que já Tocamos até Hoje Enfim em Um só Lugar (2018),"Jan. 1, 2015","Pop,Em Português",E Daí? Baleia
1,164,Certas Canções,Milton Nascimento,"Certas canções que ouço
Cabem tão dentro de mim
Que perguntar carece
Como não fui eu que fiz?

Certa emoção me alcança
Corta-me a alma sem dor
Certas canções me chegam
Como se fosse o amor

Contos da água e do fogo
Cacos de vidas no chão
Cartas do sonho do povo
E o coração pro cantor
Vida e mais vida ou ferida
Chuva, outono, ou mar
Carvão e giz, abrigo
Gesto molhado no olhar

Calor que invade, arde, queima, encoraja
Amor que invade, arde, carece de cantar",Anima (1982),1 Viewer,"Pop,Em Português",Certas Canções Milton Nascimento
1,165,"Amigo, Amiga",Milton Nascimento,"Meu pensamento viaja
Em busca de encontrar
Amigo, amiga
Quando viajo por terra
Me sinto mais seguro
Em terras de beira-mar
Amigo, amiga procuro
Meu coração é deserto
Em busca de encontrar
Amigo, amiga ou um rio
Ou quem sabe um braço de mar
Nas terras de beira-rio
Eu sei, me sinto seguro
Em todo rio me lanço
De todo cais me afasto
Molho cidades e campos
Em busca de encontrar
Caminho de outro rio
Que me leve no rumo do mar
Mas falta amigo, amiga
Meu coração é deserto
Amigo, amiga me aponte
O rumo de encontrar
Amigo, amiga ou um rio
E quem sabe um braço de mar
Meu pensamento viaja",Milton (1970),1 Viewer,"Pop,Em Português","Amigo, Amiga Milton Nascimento"
1,166,Maria Três Filhos,Milton Nascimento,"Negra voz deves a Jó
Numa igreja interior
Me falando de seu tempo
Conta a idade, conta o que restou
Onde os filhos que eu criei?
Vida presa no quintal
Me lembrando desse tempo
Vejo quem vem meu leito festejar
Três meninos nascendo no ventre negro
Sem cor
Meninos sentados no chão
Quem veio por eles buscar?
Hoje eu digo 83
Sem diamante, escravidão
Nem pergunto pelos filhos
Ligo o rádio, durmo no chão",Milton (1970),1970,"Pop,Em Português",Maria Três Filhos Milton Nascimento
1,167,Dez Anjos,Gal Costa,"[Verso 1]
Tanto barro pra amassar
Na sacola, uma ilusão
Na cabeça, um querer
Arma e ódio na mão
Sete chaves pra abrir
Sete portas, meu irmão
Odisseia sem Uli
Biqueira, viela e pão

[Verso 2]
Pega a pedra pra jogar
Na lua que não se vê
Nem São Jorge, nem dragão
Vaidade é ilusão
É a cinza do umbral
É o aço, é a dor
É um pai, é um irmão
Pé grená, sangue no chão

[Verso 3]
Uma alma pra ganhar
Duas almas pra perder
Três almas que se vão
Quatro almas no porão
[Verso 4]
Cinco almas vão dizer
Calma com esse alçapão
Seis almas pra tentar
Sete almas dizem não
Oito almas pra sofrer
Nove almas narrarão
Que dez anjos vão morrer
Todos sem arma na mão",Estratosférica (2015),"May. 22, 2015","Pop,Em Português,Brasil",Dez Anjos Gal Costa
1,168,Ooh Child,Milton Nascimento,"Ooh child things are going to get easier
Ooh child days will get brighter
Ooh child things are going to get easier
Ooh child day will get brighter
Someday we'll get it together and we'll get it undone
Someday when the world is much brighter
Someday we'll walk in the rays of a beautiful sun
Someday when the world is much lighter

Ooh child things are going to get easier
Ooh child things will get brighter
Ooh child things are going to get easier
Ooh child things will get brighter
Right now
Right now",Crooner (1999),1 Viewer,Pop,Ooh Child Milton Nascimento
1,169,Os povos (The People),Milton Nascimento,"Na beira do mundo
Portão de ferro, aldeia morta, multidão
Meu povo, meu povo
Não quis saber do que é novo, nunca mais
Eh! Minha cidade
Aldeia morta, anel de ouro, meu amor
Na beira da vida
A gente torna a se encontrar só

Casa iluminada
Portão de ferro, cadeado, coração
E eu reconquistado
Vou passeando, passeando e morrer
Perto de seus olhos
Anel de ouro, aniversário, meu amor
Em minha cidade
A gente aprende a viver só

Ah, um dia, qualquer dia de calor
É sempre mais um dia de lembrar
A cordilheira de sonhos que a noite apagou

Eh! Minha cidade
Portão de ouro, aldeia morta, solidão
Meu povo, meu povo
Aldeia morta, cadeado, coração
E eu reconquistado
Vou caminhando, caminhando e morrer
Dentro de seus braços
A gente aprende a morrer só
Meu povo, meu povo
Pela cidade a viver só",Milton (1976) (1976),1976,"Pop,Em Português",Os povos (The People) Milton Nascimento
1,170,Peixinhos do mar,Milton Nascimento,"Gente que vem de Lisboa
Gente que vem pelo mar
Laço de fita amarela
Na ponta da vela
No meio do mar

Ei nós, que viemos
De outras terras, de outro mar
Temos pólvora, chumbo e bala
Nós queremos é guerrear

Quem me ensinou a nadar
Quem me ensinou a nadar
Foi, foi marinheiro
Foi os peixinhos do mar

Ei nós, que viemos
De outras terras, de outro mar
Temos pólvora, chumbo e bala
Nós queremos é guerrear",Sentinela (1980),1 Viewer,"Pop,Em Português",Peixinhos do mar Milton Nascimento
1,171,Estrelada,Milton Nascimento,"És menina do astro sol
És rainha do mundo mar
Teu luzeiro me faz cantar
Terra, Terra és tão estrelada
O teu manto azul comanda
Respirar toda criação
E depois que a chuva molha
Arco-íris vem coroar
A floresta é teu vestido
E as nuvens, o teu colar
És tão linda, ó minha Terra
Consagrada em teu girar
Navegante das solidões
No espaço a nos levar
Nave mãe e o nosso lar
Terra, Terra és tão delicada
Os teus homens não tem juízo
Esqueceram tão grande amor
Ofereces os teus tesouros
Mas ninguém dá o teu valor
Terra, Terra eu sou teu filho
Como as plantas e os animais
Só ao teu chão eu me entrego
Com amor, firmo tua paz",Angelus (1993),1 Viewer,"Pop,Em Português",Estrelada Milton Nascimento
1,172,Amor Real,Jon Anderson,"Un día más, vuelve a salir el sol
Y tú vendrás llenándolo de amor
Ya no me preocupo al caminar
Por que tu estas aquí
Y pierdo todo el miedo que me da
Por que tú crees en mí
Tú me enseñaste a disfrutar
Mi vida mucho más
Dejando el sufrimiento atrás
Dándome¿

Un Amor real
Siempre tan natural
Lleno de libertad
Lleno de dar (o paz)
Eres tú quien sabe bien lo que es amar

Un día más de mi pasión por ti
Y tú vendrás para hacerme sentir
Que el límite de la felicidad
No llegará jamás
Y cada nuevo amanecer
Traerá una sorpresa más

Tú me enseñaste a disfrutar
Mi vida mucho más
Dejando el sufrimiento atrás
Dándome¿
Un Amor real...

Vivír, disfrutar, reír, cantar y dar sin preguntar

Un Amor real...",Deseo (1994),"Jul. 19, 1994","Pop,En Español",Amor Real Jon Anderson
1,173,Era Rei e Sou Escravo,Milton Nascimento,"Era rei e sou escravo. Era livre e sou mandado. Onde a minha terra firme, África de meus amores. Onde a minha casa branca, minha mulher e meus filhos. Me trouxeram para longe, amarrado na madeira, me bateram com chicote, me xingaram, me feriram. Era rei e sou escravo. Era livre e sou mandado
Era rei e sou escravo. Era livre e sou mandado. Mas por mais que me naveguem, me levando pelos mares, mas por mais que me maltratem, carne aberta pela faca, a memória vem e salva, a memória vem e guarda, guarda o cheiro da minha terra, a música do meu povo, a certeza de hoje e sempre que ninguém vai nos tirar. Aonde estiver o porto, por mais que eu sofra e grite, sou mandado, serei livre, sou escravo, serei rei",Maria Maria (2019),1 Viewer,"Pop,Em Português",Era Rei e Sou Escravo Milton Nascimento
1,174,Meu menino,Milton Nascimento,"Se um dia você for embora
Não pense em mim
Que eu não te quero meu
Eu te quero seu
Se um dia você for embora
Vá lentamente como a noite
Que amanhece sem que
A gente saiba
Exatamente
Como aconteceu
Se um dia você for embora
Ria se teu coração pedir
Chore se teu coração mandar
Mas não me esconda nada
Que nada se esconde
Se por acaso um dia você for embora
Leve o menino que você é",Clube da Esquina 2 (1978),1 Viewer,"Pop,Em Português",Meu menino Milton Nascimento
1,175,E Daí? (A Queda),Milton Nascimento,"Tenho nos olhos quimeras
Com brilho de trinta velas
Do sexo pulam sementes
Explodindo locomotivas
Tenho os intestinos roucos
Num rosário de lombrigas
Os meus músculos são poucos
Pra essa rede de intrigas
Meus gritos afro-latinos
Implodem, rasgam, esganam
E nos meus dedos dormidos
A lua das unhas ganem
E daí?

Meu sangue de mangue sujo
Sobe a custo, a contragosto
E tudo aquilo que fujo
Tirou prêmio, aval e posto
Entre hinos e chicanas
Entre dentes, entre dedos
No meio destas bananas
Os meus ódios e os meus medos
E daí?

Iguarias na baixela
Vinhos finos nesse odre
E nessa dor que me pela
Só meu ódio não é podre
Tenho séculos de espera
Nas contas da minha costela
Tenho nos olhos quimeras
Com brilho de trinta velas
E daí?",Clube da Esquina 2 (1978),1978,"Rock,Em Português",E Daí? (A Queda) Milton Nascimento
1,176,Hello Goodbye,Milton Nascimento,"You say yes, I say no
You say stop and I say go, go, go
Oh, no
You say goodbye and I say hello
Hello, hello
I don't know why you say goodbye
I say hello
Hello, hello
I don't know why you say goodbye
I say hello

I say high, you say low
You say why, and I say I don't know
Oh, no
You say goodbye and I say hello
Hello, hello
I don't know why you say goodbye
I say hello
Hello, hello
I don't know why you say goodbye
I say hello

Why, why, why, why, why, why
Do you say good bye
Goodbye, bye, bye, bye, bye
Oh, no
You say goodbye and I say hello
Hello, hello
I don't know why you say goodbye
I say hello
Hello, hello
I don't know why you say goodbye
I say hello
Hello, hello
I don't know why you say goodbye I say hello
Hello

Hela, heba helloa
Hela, heba helloa",O Planeta Blue na Estrada do Sol (1992),1 Viewer,Pop,Hello Goodbye Milton Nascimento
1,177,Pensamento,Milton Nascimento,"Se é para esquecer, eu não esqueço
Se é pra perdoar, já perdoei
Não cabe em meu amor
A mágoa da paixão
Carinho que eu fiz
Não vai virar espinho

Se é pra amar, eu sigo amando
Se é pra viver, viverei
Eu só não vou mudar meu pensamento
Não quero mais saber de solidão
Solidão",A barca dos amantes (1986),1 Viewer,"Pop,Em Português",Pensamento Milton Nascimento
1,178,Povo da raça Brasil,Milton Nascimento,"Põe a mão na água
Põe a mão no fogo
Põe a mão na brasa do meu coração

Põe a mão na mágoa
Põe a mão no povo
Põe a mão na massa pra fazer o pão

Ponha fé na vida
Ponha o pé na terra
Fale com quem fala o mesmo que você
Viva com o povo da raça Brasil

Venha para a rua ver o movimento
De João, Maria, Tereza e José
Gente que nasceu, amou, sofreu aqui
Todo dia carregando a mesma cruz

Mate a minha sede
Mate a minha fome
Faça do meu corpo o seu corpo irmão
Como um nó bem dado, como um cipó
Que ninguém consegue nunca desatar

Sonhe com um sonho
Que ninguém sonhara
Sonhe com um povo gêmeo siamês
Que nenhuma força pode separar
Que nasceu unido e unido vai viver",Sentinela (1980),1 Viewer,"Pop,Em Português",Povo da raça Brasil Milton Nascimento
1,179,Canción Por La Unidad Latinoamericana,Milton Nascimento,"El nascimiento de un mundo
Se aplazó por un momento
Fue un breve lapso del tiempo
Del universo un segundo

Sin embargo parecia
Que todo se iba a cabar
Con la distância mortal
Que separó nuestras vidas

Realizavan la labor
De desunir nossas mãos
E fazer com que os irmãos
Se mirassem con temor

Cuando passaron los años
Se acumularam rancores
Se olvidaram os amores
Pareciamos extraños

Que distância tão sofrida
Que mundo tão separado
Jamás se hubiera encontrado
Sin aportar nuevas vidas

E quem garante que a história
É carroça abandonada
Numa beira de estrada
Ou numa estação inglória
A história é um carro alegre
Cheio de um povo contente
Que atropela indiferente
Todo aquele que a negue

É um trem riscando trilhos
Abrindo novos espaços
Acenando muitos braços
Balançando nossos filhos

Lo que brilla con luz propia
Nadie lo puede apagar
Su brillo puede alcanzar
La oscuridad de otras costas

Quem vai impedir que a chama
Saia iluminando o cenário
Saia incendiando o plenário
Saia inventando outra trama

Quem vai evitar que os ventos
Batam portas mal fechadas
Revirem terras mal socadas
E espalhem nossos lamentos

E enfim que paga o pesar
Do tempo que se gastou
De las vidas que costó
De las que puede costar
Já foi lançada uma estrela
Pra quem souber enxergar
Pra quem quiser alcançar
E andar abraçado nela",Clube da Esquina 2 (1978),1 Viewer,"Pop,Em Português",Canción Por La Unidad Latinoamericana Milton Nascimento
1,180,"Maria, Minha Fé",Milton Nascimento,"[Letras de ""Maria, Minha Fé"" com Milton Nascimento]

Quase triste
Em meio a noite
Uma voz
Cantando amor

Um carinho em cada frase
E a vontade de se dar
Ouço a tudo e meu silêncio
Traz Maria junto a mim

Minha vida, meu trabalho
Tudo feito pra Maria
A Maria toda hora
A Maria atras do som
Da cor, do dia de cantar

Minha fé
Minha vida
Meu trabalho
Tudo feito pra Maria
A Maria atras do som
Atras da cor

Madrugada, quase dia
O lamento emudeceu
Dá lugar a toda gente
Que vem vindo devagar
E essa gente ´
É tão Maria",Milton Nascimento / Travessia (1967),1967,"Country,Pop,Folk,Bossa Nova,Latin Music,MPB (Música Popular Brasileira),Em Português","Maria, Minha Fé Milton Nascimento"
1,181,Cantiga (Caicó),Milton Nascimento,"Ó, mana, deixa eu ir
Ó, mana, eu vou só
Ó, mana, deixa eu ir
Para o sertão do Caicó

Eu vou cantando
Com uma aliança no dedo
Eu aqui só tenho medo
Do mestre Zé Mariano

Mariazinha botou flores na janela
Pensando em vestido branco
Véu e flores na capela",Sentinela (1980),1 Viewer,"Pop,Em Português",Cantiga (Caicó) Milton Nascimento
1,182,Bridges (Travessia),Sarah Vaughan,"[Intro: Sarah Vaughan]
La la la, la la la la la
La la la, la la la la la
La la la, la la la la la
La la la, la la la la

[Verse 1: Sarah Vaughan]
I have crossed a thousand bridges
In my search for something real
There are great suspension brigdes
Made like spider webs of steel
There are tiny wooden trestles
And there are bridges made of stone
I have always been a stranger
And I've always been alone
La la la la la

[Chorus: Sarah Vaughan]
There's a bridge to tomorrow
There's a bridge from the past
There's a bridge madе of sorrow
That I pray will not last
There's a bridge madе of colors
In the sky high above
And I think that there must be
Bridges made out of love
[Post-Chorus: Sarah Vaughan]
La la la la
La la la, la la la la la la la

[Verse 2: Sarah Vaughan, Milton Nascimento]
I can see her in the distance
On the river's other shore
And her hands reach out in longing
As my own have done before
And I call across to tell him
Where I believe the bridge must lie
And I'll find it, yes, I'll find it
If I'll search until I die
La la la, la la la la

[Chorus: Sarah Vaughan]
When the bridge is between us
We'll have nothing to say
We will run, run, run through the sunlight
And I'll meet him halfway
There's a bridge made of colors
In the sky high above
And I'm certain that somewhere
There's a bridge made of love

[Post-Chorus: Sarah Vaughan]
La la la la la
La la la, la la la la la
La la la, la la la la la
La la la, la la la la la
[Outro: Sarah Vaughan]
Ooh eee eee, ooh ooh ooh ooh ooh
Ooh ooh ooh, ooh ooh ooh ooh ooh
Ooh ooh, ooh eee
Ooh",O Som Brasileiro De Sarah Vaughan (1978),1978,"R&B,Bossa Nova",Bridges (Travessia) Sarah Vaughan
1,183,Pão e Água,Milton Nascimento,"Prato feito mal servido todo dia
Todo povo a devorar
Como pasto verde calmamente devorado
Pelos animais
Cachoeiras sem as águas
É barranco torto morto tudo igual
Como correnteza sem barranco
É apenas água a rolar
Gira a roda do moinho
Mói o milho, mói o trigo, faz o pão
Pão e água mal servidos para devorar

Corre a bola, rola o circo
Alegria tudo, tudo é carnaval
No silêncio dessas matas muita coisa viva
Tem pra se matar
Picadeiro sem palhaço
Todos os aplausos são para o leão
E essa platéia educada
Calmamente a ver e esperar
Girar a roda da fortuna
Mói a vida, mói o sonho, mói o pão
Pão e circo mal servidos para devorar",Clube da Esquina 2 (1978),1 Viewer,"Pop,Em Português",Pão e Água Milton Nascimento
1,184,Canção da América,Elis Regina,"Amigo é coisa pra se guardar
Debaixo de sete chaves
Dentro do corarção
Assim falava a canção
Que na América ouvi
Mas quem cantava chorou
Ao ver seu amigo partir
Mas quem ficou, no pensamento voou
Com seu canto que o outro lembrou
E que voou, no pensamento ficou
Com a lembrança que o outro cantou
Amigo é coisa pra se guardar
No lado esquerdo do peito
Mesmo que o tempo e a distância
Digam não
Mesmo esquecendo a canção
E o que importa é ouvir
A voz que vem do coração
Pois seja o que vier
Venha o que vier
Qualquer dia amigo, eu volto a te encontrar
Qualquer dia amigo, a gente vai se encontrar
Seja o que vier
Venha o que vier
Qualquer dia amigo, eu volto a te encontrar
Qualquer dia amigo, a gente vai se encontar",Saudade do Brasil (1980),1 Viewer,"Pop,Em Português",Canção da América Elis Regina
1,185,A Arca de Noé,Milton Nascimento,"Sete em cores, de repente
O arco-íris se desata
Na água límpida e contente
Do ribeirinho da mata..

O sol, ao véu transparente
Da chuva de ouro e de prata
Resplandece resplendente
No céu, no chão, na cascata

E abre-se a porta da arca
Lentamente surgem francas
A alegria e as barbas brancas
Do prudente patriarca

Vendo ao longe aquela serra
E as planícies tão verdinhas
Diz Noé: que boa terra
Pra plantar as minhas vinhas

Ora vai, na porta aberta
De repente, vacilante
Surge lenta, longa e incerta
Uma tromba de elefante

E dentro de um buraco
De uma janela aparece
Uma cara de macaco
Que espia e desaparece
""Os bosques são todos meus!""
Ruge soberbo o leão
""Também sou filho de Deus""
Um protesta, e o tigre - ""Não!""

A arca desconjuntada
Parece que vai ruir
Entre os pulos da bicharada
Toda querendo sair

Afinal, com muito custo
Indo em fila, aos casais;
Uns com raiva, outros com susto
Vão saindo os animais

Os maiores vêm à frente
Trazendo a cabeça erguida
E os fracos, humildemente
Vêm atrás, como na vida

Longe o arco-íris se esvai
E desde que houve essa história
Quando o véu da noite cai
Erguem-se os astros em glória
Enchem o céu de seus caprichos
Em meio à noite calada
Ouve-se a fala dos bichos
Na terra repovoada",A Arca de Noé (1980),1 Viewer,"Pop,Em Português",A Arca de Noé Milton Nascimento
1,186,O que foi feito de Vera,Milton Nascimento,"Alertem todos alarmas
Que o homem que eu era voltou
A tribo toda reunida
Ração dividida ao sol
De nossa vera cruz
Quando o descanso era luta pelo pão
E aventura sem par
Quando o cansaço era rio
E rio qualquer dava pé
E a cabeça rodava
Num gira-girar de amor
E até mesmo a fé
Não era cega nem nada
Era só nuvem no céu e raiz
Hoje essa vida só cabe
Na palma da minha paixão
De vera nuca se acabe
Abelha fazendo o seu mel
No canto que criei
Nem vá dormir como pedra
E esquecer o que foi feito de nós",,1 Viewer,"Pop,Em Português",O que foi feito de Vera Milton Nascimento
1,187,Toshiro,Milton Nascimento,,Clube da Esquina 2 (1978),1 Viewer,Pop,Toshiro Milton Nascimento
