indice_artista,indice_musica,titulo_musica,nome_artista,letra,album,data_lancamento,tags,identificador
0,59,O Leãozinho,ANAVITÓRIA,"Letra de ""O Leãozinho"" por Anavitória

[Verso 1: Vitória]
Gosto muito de te ver, leãozinho
Caminhando sob o sol
Gosto muito de você, leãozinho

[Verso 2: Ana]
Para desentristecer, leãozinho
O meu coração tão só
Basta eu encontrar você no caminho

[Refrão: Ana & Vitória]
Um filhote de leão, raio da manhã
Arrastando o meu olhar como um ímã
O meu coração é o sol, pai de toda cor
Quando ele lhe doura a pele ao léu

[Verso 3: Ana]
Gosto de te ver ao sol, leãozinho
De te ver entrar no mar
Tua pele, tua luz, tua juba

[Verso 4: Vitória]
Gosto de ficar ao sol, leãozinho
De molhar minha juba
De estar perto de você e entrar no mar
[Refrão: Ana & Vitória]
Um filhote de leão, raio da manhã
Arrastando o meu olhar como um ímã
O meu coração é o sol, pai de toda cor
Quando ele lhe doura a pele ao léu

[Ponte: Ana, Ana & Vitória]
Um filhote de leão, raio da manhã
Arrastando o meu olhar como um ímã
O meu coração é o sol, pai de toda cor
Quando ele lhe doura a pele ao léu

[Verso 4: Vitória, Ana & Vitória]
Gosto de ficar ao sol, leãozinho
De molhar minha juba
De estar perto de você e entrar no mar

[Outro: Ana & Vitória]
Gosto muito de você, leãozinho","Anavitória Canta Para Pessoas Pequenas, Pessoas Grandes e Não Pessoas Também (2017)","Oct. 6, 2017","Pop,Brasil,Folk,Em Português",O Leãozinho ANAVITÓRIA
0,60,Vem Meu Amor,ANAVITÓRIA,"Letra de ""Vem Meu Amor"" por Anavitória

[Verso 1: Ana]
Quando eu te vejo, paro logo em seu olhar
O meu desejo é que eu possa te beijar
Sentir seu corpo, me abrigar em seu calor
Hoje o que eu quero é ganhar o seu amor

[Verso 2: Vitória]
E fico assim, querendo o seu prazer
Eu não consigo um minuto sem te ver
Sua presença alegra meu coração
E é pra você que eu canto essa canção

[Refrão: Vitória, Ana & Vitória]
Vem, meu amor, me tirar da solidão
Vem, meu amor, me tirar da solidão
Vem para o Olodum, vem dançar no Pelô
Vem, meu amor, chega pra cá, me dá a mão

[Refrão: Vitória, Ana & Vitória]
Vem, meu amor, me tirar da solidão
Vem, meu amor, me tirar da solidão
Vem para o Olodum, vem dançar no Pelô
Vem, meu amor, chega pra cá
[Verso 2: Ana]
E fico assim, querendo o seu prazer
Eu não consigo um minuto sem te ver
Sua presença alegra meu coração
E é pra você que eu canto essa canção

[Refrão: Vitória, Ana & Vitória]
Vem, meu amor, me tirar da solidão
Vem, meu amor, me tirar da solidão
Vem para o Olodum, vem dançar no Pelô
Vem, meu amor, chega pra cá

[Verso 1: Vitória]
Quando eu te vejo, paro logo em seu olhar
O meu desejo é que eu possa te beijar
Sentir seu corpo, me abrigar em seu calor
Hoje o que eu quero é ganhar o seu amor

[Verso 2: Ana]
E fico assim, querendo o seu prazer
Eu não consigo um minuto sem te ver
Sua presença alegra meu coração
É pra você que eu canto essa canção

[Refrão: Vitória, Ana & Vitória]
Vem, meu amor, me tirar da solidão
Vem, meu amor, me tirar da solidão
Vem para o Olodum, vem dançar no Pelô
Vem, meu amor, chega pra cá, me dá a mão
[Refrão: Ana & Vitória]
Vem, meu amor, me tirar da solidão
Vem, meu amor, me tirar da solidão
Vem para o Olodum, vem dançar no Pelô
Vem, meu amor, chega pra cá, me dá a mão

[Refrão: Vitória, Ana & Vitória]
Vem, meu amor, me tirar da solidão
Me tirar da solidão
Vem para o Olodum, vem dançar no Pelô
Vem, meu amor, chega pra cá

[Outro: Vitória, Ana]
Vem, meu amor, me tirar da solidão
Vem, meu amor, me tirar da solidão
Vem dançar, vem dançar","Anavitória Canta Para Foliões de Bloco, Foliões de Avenida e Não Foliões Também (2018)","Feb. 2, 2018","Pop,Brasil,Em Português",Vem Meu Amor ANAVITÓRIA
0,61,​all star,ANAVITÓRIA,"[Letra de ""All Star"" com Anavitória]

[Verso 1: Ana]
Estranho seria se eu não me apaixonasse por você
O sal viria doce para os novos lábios
Colombo procurou as Índias, mas a terra avisto em você
O som que eu ouço são as gírias do seu vocabulário

[Refrão: ANAVITÓRIA]
Estranho é gostar tanto do seu All Star azul
Estranho é pensar que o bairro das Laranjeiras
Satisfeito, sorri, quando chego ali
E entro no elevador
Aperto o 12, que é o seu andar
Não vejo a hora de te reencontrar
E continuar aquela conversa
Que não terminamos ontem
E ficou pra hoje

[Verso 2: Vitória]
Estranho, mas já me sinto como um velho amigo seu
Seu All Star azul combina com o meu, preto, de cano alto
Se o homem já pisou na Lua
Como eu ainda não tenho seu endereço?
O tom que eu canto as minhas músicas
Na tua voz, parece exato
[Refrão: ANAVITÓRIA]
Estranho é gostar tanto do seu All Star azul
Estranho é pensar que o bairro das Laranjeiras
Satisfeito, sorri, quando chego ali
E entro no elevador
Aperto o 12, que é o seu andar
Não vejo a hora de te reencontrar
E continuar aquela conversa
Que não terminamos ontem
E ficou pra... Laranjeiras
Satisfeito, sorri, quando chego ali
E entro no elevador
Aperto o 12, que é o seu andar
Não vejo a hora de te encontrar
E continuar aquela conversa
Que não terminamos ontem
E ficou pra hoje",N (2019),"Nov. 29, 2019","Pop,MPB (Música Popular Brasileira),Folk,Brasil,Em Português",​all star ANAVITÓRIA
0,62,​as coisas tão mais lindas,ANAVITÓRIA,"[Letra de ""As Coisas Tão Mais Lindas"" com Anavitória]

[Verso 1: Ana]
Entre as coisas mais lindas que eu conheci
Só reconheci suas cores belas quando eu te vi
Entre as coisas bem-vindas que já recebi
Eu reconheci minhas cores nela, então eu me vi

[Verso 2: Vitória]
Está em cima com o céu e o luar
Hora dos dias, semanas, meses, anos, décadas
E séculos, milênios que vão passar
Água-marinha põe estrelas no mar
Praias, baías, braços, cabos, mares, golfos
E penínsulas e oceanos que não vão secar

[Refrão: ANAVITÓRIA]
E as coisas lindas são mais lindas
Quando você está
Onde você está
Hoje você está
Nas coisas tão mais lindas
Porque você está
Onde você está
Hoje você está
Nas coisas tão mais lindas
[Verso 1: Ana]
Entre as coisas mais lindas que eu conheci
Só reconheci suas cores belas quando eu te vi
Entre as coisas bem-vindas que já recebi
Eu reconheci minhas cores nela, então eu me vi

[Verso 2: Vitória]
Está em cima com o céu e o luar
Hora dos dias, semanas, meses, anos, décadas
E séculos, milênios que vão passar
Água-marinha põe estrelas no mar
Praias, baías, braços, cabos, mares, golfos
E penínsulas e oceanos que não vão secar

[Refrão: ANAVITÓRIA]
E as coisas lindas são mais lindas
Quando você está
Onde você está
Hoje você está
Nas coisas tão mais lindas
Porque você está
Onde você está
Hoje você está
Nas coisas tão mais lindas",N (2019),"Nov. 29, 2019","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",​as coisas tão mais lindas ANAVITÓRIA
0,63,​quem vai dizer tchau,ANAVITÓRIA,"[Letra de ""Quem Vai Dizer Tchau"" com Anavitória]

[Verso 1: Ana]
Quando aconteceu? Não sei
Quando foi que eu deixei de te amar?
Quando a luz do poste não acendeu?
Quando a sorte não mais pôde ganhar?
Não (Não)
De longe, me disse um não
Mas quem vai dizer tchau?

[Verso 2: Ana]
Onde aconteceu? Não sei
Onde foi que eu deixei de te amar?
Dentro do quarto, só estava eu
Dormindo, antes de você chegar
Mas, não (Não)
Foi ontem que eu disse não
E quem vai dizer tchau?

[Refrão: Vitória]
A gente não percebe o amor
Que se perde aos poucos, sem virar carinho
Guardar lá dentro o amor não impede
Que ele empedre, mesmo crendo-se infinito
Tornar o amor real é expulsá-lo de você
Pra que ele possa ser de alguém
[Verso 3: Vitória]
Somos, se pudermos ser ainda
Fomos donos do que hoje não há mais
Houve o que houve e o que escondem em vão
Os pensamentos que preferem calar
Se não
Irá nos ferir o não
Mas que não quer dizer ""tchau""

[Refrão: Vitória]
A gente não percebe o amor
Que se perde aos poucos, sem virar carinho
Guardar lá dentro o amor não impede
Que ele empedre, mesmo crendo-se infinito
Tornar o amor real é expulsá-lo de você
Pra que ele possa ser de alguém

[Saída: Vitória]
Possa ser de alguém
Possa ser de alguém
Possa ser de alguém",N (2019),"Nov. 29, 2019","Pop,Brasil,MPB (Música Popular Brasileira),Folk,Em Português",​quem vai dizer tchau ANAVITÓRIA
0,64,​espatódea,ANAVITÓRIA,"[Letra de ""Espatódea"" com Anavitória]

[Verso 1: Vitória]
Minha cor
Minha flor
Minha cara
Quarta estrela
Letras, três
Uma estrada

[Refrão 1: Ana]
Não sei se esse mundo é bom
Mas ele ficou melhor
Desde que você chegou
E perguntou:
""Tem lugar pra mim?""

[Verso 2: Vitória]
Espatódea
Gineceu
Cor de pólen
Sol do dia
Nuvem branca
Sem sardas

[Refrão 2: Ana]
Não sei quanto o mundo é bom
Mas ele está melhor
Desde que você chegou
E explicou o mundo pra mim
Não sei se esse mundo está são
Mas, pro mundo que eu vim, já não era
Meu mundo não teria razão
Se não fosse a Zoé",N (2019),"Nov. 29, 2019","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",​espatódea ANAVITÓRIA
0,65,Baianidade Nagô,ANAVITÓRIA,"Letra de ""Baianidade Nagô"" por Anavitória

[Verso 1: Vitória]
Já pintou verão
Calor no coração
A festa vai começar
Salvador se agita
Numa só alegria
Eternos Dodô e Osmar


[Verso 2: Ana]
Na Avenida Sete
Da paz, eu sou tiete
Na Barra, o farol a brilhar

Carnaval na Bahia
Oitava maravilha
Nunca irei te deixar, meu amor

[Refrão: Ana & Vitória, Vitória]
Eu vou
Atrás do trio elétrico, vou
Dançar ao negro toque do agogô
Curtindo minha baianidade nagô

Eu queria
Que essa fantasia fosse eterna
Quem sabe um dia a paz vence a guerra?
E viver será só festejar
[Verso 1: Ana]
Já pintou verão
Calor no coração
A festa vai começar
Salvador se agita
Numa só alegria
Eternos Dodô e Osmar


[Verso 2: Ana & Vitória, Vitória]
Na Avenida Sete
Da paz, eu sou tiete
Na Barra, o farol a brilhar

Carnaval na Bahia
Oitava maravilha
Nunca irei te deixar, meu amor

[Refrão: Ana & Vitória, Vitória]
Eu vou
Atrás do trio elétrico, vou
Dançar ao negro toque do agogô
Curtindo minha baianidade nagô

Eu queria
Que essa fantasia fosse eterna
Quem sabe um dia a paz vence a guerra?
E viver será só festejar
[Outro: Ana & Vitória]
Ê ô, ê ô, laiá
Ê ô, ê ô, laiá
Ê ô, ê ô, laiá
Ê ô, ê ô, laiá","Anavitória Canta Para Foliões de Bloco, Foliões de Avenida e Não Foliões Também (2018)","Feb. 2, 2018","Pop,Em Português,Brasil",Baianidade Nagô ANAVITÓRIA
0,66,​por onde andei,ANAVITÓRIA,"[Letra de ""Por Onde Andei"" com Anavitória]

[Verso 1: Vitória]
Desculpe, estou um pouco atrasado
Mas espero que ainda dê tempo
De dizer que andei errado
E eu entendo
As suas queixas tão justificáveis
E a falta que eu fiz nessa semana
Coisas que pareceriam óbvias
Até pra uma criança

[Refrão: ANAVITÓRIA]
Por onde andei
Enquanto você me procurava?
Será que eu sei
Que você é mesmo
Tudo aquilo que me faltava?

[Verso 2: Ana]
Amor, eu sinto a sua falta
E a falta é a morte da esperança
Como o dia que roubaram seu carro
Deixou uma lembrança
Que a vida é mesmo coisa muito frágil
Uma bobagem, uma irrelevância
Diante da eternidade
Do amor de quem se ama
[Refrão 2: ANAVITÓRIA]
Por onde andei
Enquanto você me procurava?
E o que eu te dei?
Foi muito pouco ou quase nada
E o que eu deixei?
Algumas roupas penduradas
Será que eu sei
Que você é mesmo
Tudo aquilo que me faltava? (Ah, ah, ah)

[Verso 3: Vitória]
Amor, eu sinto a sua falta
E a falta é a morte da esperança
Como o dia que roubaram seu carro
Deixou uma lembrança
Que a vida é mesmo coisa muito frágil
Uma bobagem, uma irrelevância
Diante da eternidade
Do amor de quem se ama

[Refrão: ANAVITÓRIA]
Por onde andei
Enquanto você me procurava?
E o que eu te dei
Foi muito pouco ou quase nada?
E o que eu deixei?
Algumas roupas penduradas
Será que eu sei?
Que você é mesmo
Tudo aquilo que me faltava
[Ponte: ANAVITÓRIA]
Ah-ah, ah, ah
Uh, uh, uh
Ah, ah, ah, ah
Ah, ah, ah
Uh, uh, uh, uh, uh

[Saída: Nando Reis]
O risco é fundamental, sabe?
Experimentar
Não ficar protegido
Só por uma fórmula, uma banda
Uma roupa, uma fama
É esse o barato",N (2019),"Nov. 29, 2019","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",​por onde andei ANAVITÓRIA
0,67,​dois rios,ANAVITÓRIA,"[Verso 1: Ana]
O céu está no chão
O céu não cai do alto
É o claro, é a escuridão
O céu que toca o chão
E o céu que vai no alto
Dois lados deram as mãos

[Pré-Refrão: Ana]
Como eu fiz também
Só pra poder conhecer
O que a voz da vida vem dizer

[Refrão: ANAVITÓRIA]
Que os braços sentem
Que os olhos veem
Que os lábios sejam
Dois rios inteiros
Sem direção

[Verso 2: Vitória]
O Sol é o pé e a mão
O Sol é a mãe e o pai
Dissolve a escuridão
O Sol se põe, se vai
E após se pôr
O Sol renasce no Japão
[Pré-Refrão: Vitória]
Eu vi também
Só pra poder entender
Na voz a vida ouvi dizer

[Refrão: ANAVITÓRIA]
Que os braços sentem
E os olhos veem
Que os lábios beijam
Dois rios inteiros
Sem direção

[Ponte: ANAVITÓRIA]
E o meu lugar é esse
Ao lado seu, meu corpo inteiro
Dou o meu lugar, pois o seu lugar
É o meu amor primeiro
O dia e a noite, as quatro estações

[Refrão: ANAVITÓRIA]
Que os braços sentem
E os olhos veem
Que os lábios sejam
Dois rios inteiros
Sem direção",N (2019),"Nov. 29, 2019","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",​dois rios ANAVITÓRIA
0,68,Cores,ANAVITÓRIA,"[Letra de ""Cores"" com Anavitória]

[Verso: Vitória, Ana & Vitória]
Jogue tudo que se tem pra jogar
Pela janela do mais alto prédio
Se desfaça das antigas cartas
E das caixas velhas
Esqueça o velho amor

[Verso: Vitória, Ana & Vitória]
Jogue tudo que se tem pra jogar
Pela janela do teu quarto
Se desfaça das antigas cartas
E das caixas velhas
Esqueça o velho amor

[Refrão: Ana & Vitória]
Solte o seu cabelo
Pinte as unhas de vermelho
Se enfeite no espelho
Troque o tom do batom
Amanhã é primavera
Seu inverno já passou
Saia e veja o jardim
Onde nunca pisou
[Verso: Vitória, Ana & Vitória]
Jogue tudo que se tem pra jogar
Pela janela do teu quarto
Se desfaça das antigas cartas
E das caixas velhas
Esqueça o velho amor

[Refrão: Ana & Vitória]
Solte o seu cabelo
Pinte as unhas de vermelho
Se enfeite no espelho
Troque o tom do batom
Amanhã é primavera
Seu inverno já passou
Saia e veja o jardim
Onde nunca pisou

[Refrão: Ana & Vitória]
Solte o seu cabelo
Pinte as unhas de vermelho
Se enfeite no espelho
Troque o tom do batom
Amanhã é primavera
Seu inverno já passou
Saia e veja o jardim
Onde nunca pisou",Anavitória - EP (2015),"Apr. 2, 2015","Pop,Em Português,Brasil",Cores ANAVITÓRIA
0,69,N (Dueto),Nando Reis,"[Letra de ""N"" por Nando Reis e Anavitória]

[Verso 1: Nando, Ana]
E agora, o que eu vou fazer
Se seus lábios ainda estão molhando os lábios meus
E as lágrimas não secaram com o sol que fez?
E agora, como eu posso te esquecer
Se o teu cheiro ainda está no travesseiro
E o teu cabelo está enrolado no meu peito?

[Refrão: Todos]
Espero que o tempo passe
Espero que a semana acabe
Pra que eu possa te ver de novo
Espero que o tempo voe
Para que você retorne
Pra que eu possa te abraçar
E te beijar de novo

[Verso 2: Nando & Ana, Vitória & Ana]
E agora, como eu faço sem você
Se seu nome está gravado no meu braço como um selo?
Nossos nomes que tem o ""N"" como um elo
E agora, como eu posso te perder
Se o teu corpo ainda guarda o meu prazer
E meu corpo está moldado com o teu?
[Refrão: Todos]
Espero que o tempo passe
Espero que a semana acabe
Pra que eu possa te ver de novo
Espero que o tempo voe
Para que você retorne
Pra que eu possa te abraçar

[Refrão: Todos]
Espero que o tempo passe
Espero que a semana acabe
Pra que eu possa te ver de novo
Espero que o tempo voe
Para que você retorne
Pra que eu possa te abraçar
E te beijar de novo

[Saída: Todos, Nando]
De novo
De novo
De novo
E eu quero te beijar
De novo",,"Dec. 14, 2018","Pop,Brasil,Em Português",N (Dueto) Nando Reis
0,70,209,ANAVITÓRIA,,N (2019),"Nov. 29, 2019","Pop,Brasil,Instrumental",209 ANAVITÓRIA
0,71,Partilhar,ANAVITÓRIA,"[Letra de ""Partilhar"" com Rubel & ANAVITÓRIA]

[Verso 1: Ana Caetano]
Se for preciso, eu pego um barco e remo
Por seis meses, como peixe pra te ver
Tão pra inventar um mar grande o bastante
Que me assuste, e que eu desista de você

[Verso 2: Rubel]
Se for preciso, eu crio alguma máquina
Mais rápida que a dúvida, mais súbita que a lágrima
Viajo a toda força, e num instante de saudade e dor
Eu chego pra dizer que eu vim te ver

[Refrão: Rubel & ANAVITÓRIA]
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quеro partilhar
Eu quero partilhar
A vida boa com você

[Verso 3: Vitória Falcão]
Que amor tão grande tеm que ser vivido a todo instante
E a cada hora que eu tô longe é um desperdício
Eu só tenho 80 anos pela frente
Por favor, me dê uma chance de viver
[Verso 3: Rubel]
Que amor tão grande tem que ser vivido a todo instante
E a cada hora que eu tô longe é um desperdício
Eu só tenho 80 anos pela frente
Por favor, me dê uma chance de viver

[Refrão: Rubel & ANAVITÓRIA]
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você

[Verso 5: Ana Caetano, Rubel, ANAVITÓRIA]
Se for preciso, eu giro a Terra inteira
Até que o tempo se esqueça de ir pra frente e volte atrás
Milhões de anos, quando todos continentes se encontravam
Pra que eu possa caminhar até você

[Verso 6: Ana Caetano, Rubel, Vitória Falcão]
Eu sei, mulher, não se vive só de peixe, nem se volta no passado
As minhas palavras valem pouco e as juras não te dizem nada
Mas se existe alguém que pode resgatar sua fé no mundo, existe nós

[Verso 6: ANAVITÓRIA, Rubel, todos]
Também perdi meu rumo, até meu canto ficou mudo
E eu desconfio que esse mundo já não seja tudo aquilo
Mas não importa, a gente inventa a nossa vida
E a vida é boa com você
[Refrão: Rubel & ANAVITÓRIA]
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você

[Ponte: ANAVITÓRIA]
Não tem, pra trás, nada
Tudo que ficou tá aqui

[Refrão: Rubel & ANAVITÓRIA]
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você",,"Nov. 10, 2019","Pop,Em Português,Brasil,MPB (Música Popular Brasileira)",Partilhar ANAVITÓRIA
0,72,Tententender,ANAVITÓRIA,"Letra de ""Tententender"" por Anavitória

[Verso 1: Vitória, Ana]
Se eu disser que vi rastejar
A sombra do avião feito cobra no chão
Tente entender a minha alegria
A sombra mostrou o que a luz escondia

[Verso 2: Vitória, Ana]
Se eu quiser ser mais direto
Eu vou me perder, melhor deixar quieto
Tente entender, tente enxergar
O meu olhar pela janela do avião

[Refrão: Ana & Vitória]
Que amor era esse
Que não saiu do chão?
Não saiu do lugar
Só fez rastejar o coração

[Verso 3: Vitória, Ana, Ana & Vitória]
Se eu disser que tive na mão
A bola do jogo, não acredite
Tente entender minha ironia
Se eu disser que já sabia
[Verso 4: Vitória, Ana, Ana & Vitória]
O jogo acabou de repente
O céu desabou sobre a gente
Tente entender, eu quero um abrigo
E não consigo ser mais direto

[Refrão: Ana & Vitória]
Que amor era esse
Que não saiu do chão?
Não saiu do lugar
Só fez rastejar o coração

[Refrão: Ana & Vitória]
Que amor era esse
Que não saiu do chão?
Não saiu do lugar
Só fez rastejar o coração

[Refrão: Ana & Vitória]
Que amor era esse
Que não saiu do chão?
Não saiu do lugar
Só fez rastejar o coração

[Outro: Ana]
Ele só fez rastejar o coração",Anavitória - EP (2015),"Apr. 2, 2015","Pop,Em Português,Brasil",Tententender ANAVITÓRIA
0,73,Sideral,ANAVITÓRIA,"Letra de ""Sideral"" por Anavitória

[Verso 1: Ana]
Comandando uma astronave rasgando o céu
Vou pisando em estrelas, constelações
Deixo longe o mundo aflito e a bomba H
Corpo livre no infinito eu vou na estrada do sol

[Verso 2: Vitória, Ana & Vitória]
Traço o rumo dos meus passos na solidão
Ganho espaço nas revistas, televisões
Mas os homens se destroem nas guerras vãs
E vão no pó dos sonhos em nome do amor

[Refrão: Ana & Vitória]
Eu vou colorindo de vermelho esse céu azul
Minha nave é um espelho, rebrilha o sol
Pela trilha da esperança cantando o amor e a paz
Cantando o amor e a paz

[Verso 2: Vitória, Ana & Vitória]
Traço o rumo dos meus passos na solidão
Ganho espaço nas revistas, televisões
Mas os homens se destroem nas guerras vãs
E vão no pó dos sonhos em nome do amor
[Refrão: Ana & Vitória]
Eu vou colorindo de vermelho esse céu azul
Minha nave é um espelho, rebrilha o sol
Pela trilha da esperança cantando o amor e a paz
Cantando o amor e a paz
Cantando o amor e a paz
Cantando o amor e a paz

[Outro: Ana & Vitória]
Cantando o amor, cantando a paz
Cantando o amor e a paz
Cantando o amor","Anavitória Canta Para Pessoas Pequenas, Pessoas Grandes e Não Pessoas Também (2017)","Oct. 6, 2017","Rock,Brasil,Em Português",Sideral ANAVITÓRIA
0,74,​o pai da Zoé,ANAVITÓRIA,"[Interlúdio: Nando Reis]
Meu nome é José Fernando
Mas meu apelido ""Nando"" se tornou meu nome popular
Que a maioria de vocês conhece
Mas, na verdade, aqui, hoje, eu sou muito mais
Do que José Fernando ou Nando
Eu sou o pai da Zoé",N (2019),"Nov. 29, 2019","Pop,Brasil,Spoken Word,Em Português",​o pai da Zoé ANAVITÓRIA
0,75,"Amarelo, azul e branco (JØRD Remix)",Anavitória & Rita Lee,"[Letra de ""Amarelo, azul e branco (JØRD Remix)"" com Anavitória feat. Rita Lee]

[Intro: Anavitória]
Deixa eu me apresentar
Que eu acabei de chegar
Depois que me escutar
Você vai lembrar meu nome
É que eu sou dum lugar
Onde o céu molha o chão
Céu e chão gruda no pé
Amarelo, azul e branco

Deixa eu me apresentar
Que eu acabei de chegar
Depois que me escutar
Você vai lembrar meu nome
É que eu sou dum lugar
Ondе o céu molha o chão
Céu e chão gruda no pé
Amarelo, azul e branco

[Vitória, Ana]
Dеixa eu me apresentar
Que eu acabei de chegar
Depois que me escutar
Você vai lembrar meu nome
É que eu sou dum lugar
Onde o céu molha o chão
Céu e chão gruda no pé
Amarelo, azul e branco
Deixa eu me apresentar
Que eu acabei de chegar
Depois que me escutar
Você vai lembrar meu nome
É que eu sou dum lugar
Onde o céu molha o chão
Céu e chão gruda no pé
Amarelo, azul e branco

[Refrão: Ana, Vitória]
Eu não sei (não sei), não sei (não sei)
Não sei diferenciar você de mim
Não sei (não sei), não sei (não sei)
Não sei diferenciar

[Interlúdio: Rita Lee]
Ao meu passado
Eu devo o meu saber e a minha ignorância
As minhas necessidades, as minhas relações
A minha cultura e o meu corpo
Que espaço o meu passado deixa para a minha liberdade hoje?
Não sou escrava dele

[Refrão: Anavitória]
Deixa eu me apresentar
Que eu acabei de chegar
Depois que me escutar
Você vai lembrar meu nome
É que eu sou dum lugar
Onde o céu molha o chão
Céu e chão gruda no pé
Amarelo, azul e branco
Deixa eu me apresentar
Que eu acabei de chegar
Depois que me escutar
Você vai lembrar meu nome
É que eu sou dum lugar
Onde o céu molha o chão
Céu e chão gruda no pé
Amarelo, azul e branco

[Vitória, Ana]
Deixa eu me apresentar
Que eu acabei de chegar
Depois que me escutar
Você vai lembrar meu nome
É que eu sou dum lugar
Onde o céu molha o chão
Céu e chão gruda no pé
Amarelo, azul e branco

Deixa eu me apresentar
Que eu acabei de chegar
Depois que me escutar
Você vai lembrar meu nome
É que eu sou dum lugar
Onde o céu molha o chão
Céu e chão gruda no pé
Amarelo, azul e branco
Deixa eu me apresentar",,"Jan. 1, 2021","Pop,Unreleased,Deep House,Em Português,Dance,Brasil,House,Remix,Electronic","Amarelo, azul e branco (JØRD Remix) Anavitória & Rita Lee"
0,76,No Escuro,Ana Gabriela & ANAVITÓRIA,"[Letra de ""No Escuro"" com Ana Gabriela & ANAVITÓRIA]

[Verso: Ana Gabriela]
Fala besteira pra mim
Ou qualquer coisa pra eu escutar
Se não quiser, nem precisa falar
Posso ficar aqui, calada com você
Eu nunca nem fui samba
Mas, por você, eu quero tentar
Tem tanta coisa pra eu lhe mostrar
Vem descobrir os porquês, os quês, os prós e contras

[Pré-Refrão: Ana Gabriela | Ana Gabriela & Ana Caetano]
Eu nunca tive medo, mas
Você parece não ser bem lugar seguro
Eu não quero segredo, mas
Você parece ser bom de guardar no escuro

[Refrão: Ana Gabriela & Ana Caetano]
Então, deixa eu te guardar lá em casa
Deixa eu te guardar lá em casa
Deixa eu te guardar lá em casa, ah, ah, ah
Deixa eu te guardar lá em casa

[Verso: Vitória Falcão | Ana Caetano]
Fala besteira pra mim
Ou qualquer coisa pra eu escutar
Se não quiser, nem precisa falar
Posso ficar aqui, calada com você
Eu nunca nem fiz samba
Mas, por você, eu quero tentar
Tem tanta coisa pra eu lhe mostrar
Vem descobrir os porquês, os quês, os prós e contras
[Pré-Refrão: Vitória Falcão | Ana Caetano]
Eu nunca tive medo, mas
Você parece não ser bem lugar seguro
Eu não quero segredo, mas
Você parece ser bom de guardar no escuro
Então...

[Refrão: Ana & Vitória]
Deixa eu te guardar lá em casa
Deixa eu te guardar lá em casa
Deixa eu te guardar lá em casa
Deixa eu te guardar

[Ponte: Ana Gabriela | Vitória Falcão | Ana & Vitória]
No escuro, só quando for nós dois
Mas eu quero que o mundo inteiro saiba
Eu quero que o mundo inteiro veja
Eu quero contar a nossa história
No escuro, só quando for nós dois
Mas eu quero que o mundo inteiro saiba
Eu quero que o mundo inteiro veja
Eu quero contar a nossa história

[Refrão: Ana Gabriela | Ana Caetano | Vitória Falcão]
Deixa eu te guardar lá em casa (Deixa eu te guardar)
Deixa eu te guardar lá em casa
Deixa eu te guardar lá em casa, ah, ah, ah (Deixa eu te guardar lá em casa)
Deixa eu te guardar lá em casa",Degradê (2022),"Aug. 12, 2022","Pop,MPB (Música Popular Brasileira),Em Português,Samba,Brasil",No Escuro Ana Gabriela & ANAVITÓRIA
